"mRNA"	"logFC"	"FDR"	"NT"	"TP"	"Delta"
"TMEM91"	"TMEM91"	1.2968470715016	6.07489104016671e-19	1029453.84848485	2678653.48484848	1335044.20865363
"ME2"	"ME2"	1.29513204388308	6.76583101259483e-19	400908.363636364	1070212.42424242	519229.268406186
"NOC2L"	"NOC2L"	1.29461527351389	6.99060383896885e-19	92146.5151515152	258659.151515152	119294.28591623
"PDCD6IP"	"PDCD6IP"	-1.29392211548768	7.30022315734529e-19	141105.151515152	65318.7878787879	182579.076154694
"PIK3R2"	"PIK3R2"	1.29277264075721	7.83306508065691e-19	111186.424242424	297236.03030303	143738.767284231
"GOLGA7B"	"GOLGA7B"	-1.29154302080064	8.47725538180869e-19	97659.3939393939	42773.3333333333	126131.308658045
"ENGASE"	"ENGASE"	1.29077267716552	8.87225104315407e-19	73349.7272727273	195910.454545455	94677.8238411793
"TRIM17"	"TRIM17"	1.29009253593757	9.26175606311955e-19	44353.0909090909	117247.636363636	57219.5915275788
"WASF2"	"WASF2"	-1.28988936261916	9.34241118046136e-19	637286.090909091	279946.272727273	822028.549608786
"HTRA2"	"HTRA2"	-1.28823699276039	1.03628423206197e-18	305526.121212121	136005.484848485	393590.05160005
"PITPNC1"	"PITPNC1"	1.28730502637934	1.09773458301395e-18	111314.03030303	292572.575757576	143295.110715633
"HS1BP3"	"HS1BP3"	1.28518726864378	1.2525910286243e-18	134052.363636364	347854.03030303	172282.391077061
"PDZD2"	"PDZD2"	1.28506346315427	1.26095207918803e-18	115213.96969697	304568.909090909	148057.262902539
"PPP2R2D"	"PPP2R2D"	-1.28381907916117	1.36241911998786e-18	224963.121212121	99728.0606060606	288811.947119769
"RELB"	"RELB"	1.28375637287707	1.36490310189867e-18	163770.272727273	451529.393939394	210241.131301452
"SNPH"	"SNPH"	1.28347750014297	1.39304306805315e-18	29379.9393939394	75963.0909090909	37708.4911676852
"PEX3"	"PEX3"	-1.2824336700601	1.48004528669947e-18	166825.96969697	74492.3636363636	213943.240579819
"DAAM1"	"DAAM1"	1.28242276258673	1.48004528669947e-18	74759	205080.333333333	95872.6433082216
"SNRPA1"	"SNRPA1"	1.28189428585615	1.52604702707391e-18	205906.878787879	543417.424242424	263950.851336656
"STX6"	"STX6"	-1.2800133697309	1.72283664209088e-18	74638.1212121212	33017.6666666667	95537.7930431106
"BRAP"	"BRAP"	-1.27985960519816	1.72965579319434e-18	482994.939393939	213856.96969697	618165.712445436
"RBM26"	"RBM26"	1.27946854833335	1.77078980141614e-18	141014.272727273	390850.060606061	180423.326820646
"IQCK"	"IQCK"	-1.27627261229968	2.16679569133112e-18	96955.2424242424	43420.4545454545	123741.320524937
"ACOX3"	"ACOX3"	1.27525325573995	2.29910009227397e-18	261385.060606061	720749.515151515	333332.149539663
"PNO1"	"PNO1"	1.27378153386512	2.51933360416076e-18	115283.636363636	304024.727272727	146846.167156821
"ADAMTS12"	"ADAMTS12"	-1.27369384372162	2.5269456064684e-18	2360317.36363636	1044445.06060606	3006321.69529288
"SMARCA1"	"SMARCA1"	1.26920499854345	3.34159021533278e-18	233544.181818182	609999	296415.442944376
"EIF3F"	"EIF3F"	1.26895125522482	3.39169712901179e-18	143535.848484848	370391.909090909	182139.995104609
"MDH1B"	"MDH1B"	1.2679760176983	3.60017845242206e-18	118301.575757576	308689.575757576	150003.560916525
"GRAP"	"GRAP"	1.2675129417246	3.7016056639632e-18	100070.757575758	258203.878787879	126840.980315457
"AIMP1"	"AIMP1"	1.26699638044819	3.81215557570028e-18	2003500.84848485	5211407.03030303	2538428.32325517
"ERP27"	"ERP27"	-1.26472872894718	4.38545345922938e-18	740601.878787879	360814.96969697	936660.472815285
"PDLIM3"	"PDLIM3"	1.26282462011132	4.94493172561411e-18	42128.2121212121	110439.606060606	53200.5434679387
"EPCAM"	"EPCAM"	-1.26268529798032	4.97572496892609e-18	155832.242424242	68907.5757575758	196767.081460396
"CD226"	"CD226"	1.2596422616875	6.00816545002789e-18	40541.3636363636	99082.9393939394	51067.6149828044
"ALKBH8"	"ALKBH8"	1.25656380341646	7.23544284923881e-18	521297.333333333	1413514.03030303	655043.359884194
"ELOVL6"	"ELOVL6"	1.25633106701722	7.33745056892583e-18	122885.303030303	314489.121212121	154384.623876795
"OSTF1"	"OSTF1"	-1.25615409036168	7.40418254283849e-18	558713.848484849	255481.96969697	701830.686115957
"HMGCR"	"HMGCR"	-1.25563457595757	7.63838997885487e-18	375300	168778.363636364	471239.656356876
"CACNA2D4"	"CACNA2D4"	-1.25491469858695	7.9926731323305e-18	115644.727272727	52074.6666666667	145124.268068625
"RNF10"	"RNF10"	-1.25293968508104	9.03750435614312e-18	69239.0303030303	30797.2727272727	86752.3288231956
"SSBP2"	"SSBP2"	-1.25176560999297	9.66486522051809e-18	240933.727272727	108287.666666667	301592.554087426
"GDF11"	"GDF11"	-1.25150253497797	9.80344481326355e-18	417102.818181818	191474.303030303	522005.234301001
"OPA3"	"OPA3"	-1.25141241626934	9.84598985645714e-18	369732.333333333	170594.272727273	462687.632629567
"COTL1"	"COTL1"	-1.25124060982208	9.97532521103911e-18	76628.0909090909	34679.8181818182	95880.1791985924
